Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Unemployment rate,Inflation rate,GDP,Target,Unnamed: 25,Unnamed: 26
1.0,17.0,5.0,9119.0,1.0,1.0,126.0,1.0,38.0,,5.0,9.0,,1.0,0.0,1.0,1.0,1.0,0.0,20.0,,11.1,,2.02,Dropout,,
1.0,17.0,1.0,9119.0,1.0,1.0,,1.0,19.0,19.0,9.0,9.0,114.7,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,11.1,,2.02,Enrolled,,
1.0,39.0,1.0,9003.0,1.0,1.0,111.0,,37.0,,9.0,10.0,95.8,1.0,0.0,,0.0,1.0,0.0,43.0,0.0,15.5,,-4.06,Dropout,,
1.0,17.0,4.0,,1.0,1.0,139.0,1.0,37.0,19.0,9.0,4.0,133.1,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,7.6,2.6,,Enrolled,,
1.0,43.0,1.0,,1.0,1.0,150.0,1.0,2.0,4.0,4.0,1.0,150.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,15.5,2.8,,Graduate,,
1.0,17.0,2.0,9991.0,0.0,1.0,116.0,1.0,37.0,19.0,9.0,4.0,118.5,0.0,0.0,0.0,,1.0,0.0,23.0,0.0,7.6,2.6,,,,
1.0,17.0,1.0,9500.0,1.0,1.0,130.0,1.0,3.0,3.0,2.0,2.0,131.1,0.0,0.0,0.0,,1.0,0.0,19.0,0.0,12.4,0.5,1.79,Graduate,,
,53.0,1.0,9085.0,1.0,42.0,150.0,1.0,1.0,19.0,3.0,8.0,,1.0,0.0,0.0,1.0,1.0,1.0,21.0,0.0,8.9,,3.51,Graduate,,
1.0,43.0,1.0,9670.0,1.0,1.0,132.0,1.0,3.0,19.0,4.0,8.0,120.5,0.0,0.0,0.0,,1.0,0.0,19.0,0.0,13.9,-0.3,0.79,Enrolled,,
1.0,,1.0,9119.0,1.0,1.0,108.0,1.0,1.0,1.0,4.0,3.0,105.6,1.0,0.0,,1.0,1.0,0.0,20.0,0.0,12.4,0.5,1.79,Graduate,,
1.0,39.0,1.0,,1.0,1.0,133.1,1.0,19.0,19.0,3.0,3.0,125.3,0.0,1.0,0.0,1.0,1.0,1.0,30.0,0.0,12.4,0.5,,Dropout,,
4.0,39.0,1.0,9254.0,1.0,1.0,120.0,1.0,37.0,19.0,9.0,9.0,131.0,1.0,0.0,0.0,1.0,1.0,0.0,44.0,0.0,12.4,0.5,1.79,Graduate,,
1.0,18.0,1.0,9500.0,1.0,1.0,146.0,1.0,,3.0,4.0,9.0,127.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,12.7,3.7,-1.7,,,
1.0,44.0,1.0,9130.0,1.0,39.0,150.0,1.0,2.0,1.0,,6.0,150.0,,0.0,0.0,1.0,,0.0,22.0,0.0,16.2,0.3,-0.92,Graduate,,
1.0,1.0,1.0,9130.0,1.0,1.0,160.0,1.0,3.0,3.0,1.0,2.0,149.2,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,7.6,2.6,0.32,Graduate,,
1.0,17.0,1.0,9670.0,1.0,,125.0,,,37.0,9.0,9.0,121.5,1.0,0.0,0.0,1.0,1.0,1.0,,0.0,12.7,3.7,-1.7,Graduate,,
1.0,1.0,2.0,,1.0,1.0,125.0,1.0,37.0,19.0,90.0,90.0,,,,0.0,1.0,1.0,0.0,18.0,0.0,,2.6,0.32,Dropout,,
1.0,17.0,4.0,9670.0,1.0,1.0,122.0,,3.0,1.0,2.0,3.0,119.6,,0.0,0.0,,1.0,0.0,18.0,0.0,11.1,0.6,,Graduate,,
1.0,1.0,1.0,171.0,1.0,1.0,,1.0,,1.0,4.0,3.0,,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,,2.6,,,,
1.0,44.0,1.0,9003.0,1.0,39.0,150.0,1.0,1.0,38.0,6.0,6.0,150.0,1.0,0.0,0.0,1.0,,0.0,21.0,0.0,16.2,,-0.92,Dropout,,
1.0,,1.0,9003.0,1.0,1.0,140.0,1.0,3.0,3.0,2.0,2.0,110.0,0.0,0.0,,1.0,1.0,0.0,,0.0,16.2,0.3,-0.92,,,
1.0,17.0,5.0,9254.0,1.0,1.0,113.0,1.0,1.0,1.0,2.0,3.0,110.2,1.0,,0.0,1.0,1.0,0.0,21.0,0.0,9.4,-0.8,-3.12,Dropout,,
1.0,39.0,1.0,9119.0,1.0,1.0,139.0,1.0,19.0,19.0,,,110.3,0.0,0.0,1.0,1.0,1.0,0.0,24.0,0.0,8.9,1.4,3.51,Enrolled,,
1.0,42.0,1.0,9773.0,1.0,1.0,133.1,1.0,19.0,6.0,4.0,3.0,120.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,0.0,9.4,-0.8,-3.12,Dropout,,
1.0,1.0,5.0,9147.0,1.0,1.0,118.0,1.0,19.0,19.0,9.0,9.0,114.2,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,12.4,0.5,1.79,Graduate,,
1.0,44.0,1.0,9119.0,1.0,39.0,140.0,1.0,1.0,19.0,4.0,,140.0,1.0,,0.0,1.0,1.0,0.0,22.0,0.0,10.8,1.4,1.74,Enrolled,,
1.0,,1.0,9003.0,1.0,,144.0,,19.0,,9.0,9.0,132.8,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,15.5,2.8,-4.06,Enrolled,,
1.0,18.0,1.0,9773.0,1.0,,125.0,1.0,1.0,1.0,4.0,,121.5,,0.0,,1.0,1.0,0.0,19.0,,8.9,1.4,3.51,Graduate,,
1.0,1.0,1.0,171.0,1.0,1.0,131.0,1.0,1.0,1.0,7.0,4.0,127.2,,0.0,1.0,1.0,1.0,0.0,23.0,0.0,11.1,0.6,2.02,Enrolled,,
1.0,17.0,1.0,,1.0,1.0,,1.0,12.0,12.0,2.0,8.0,128.2,1.0,0.0,0.0,1.0,,,18.0,0.0,12.4,0.5,1.79,Graduate,,
1.0,1.0,1.0,9773.0,1.0,1.0,140.0,,3.0,,4.0,6.0,133.4,1.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,11.1,,2.02,Enrolled,,
1.0,39.0,1.0,9130.0,1.0,1.0,133.1,1.0,1.0,,4.0,5.0,120.0,1.0,0.0,0.0,1.0,1.0,0.0,29.0,0.0,10.8,1.4,1.74,,,
1.0,44.0,1.0,9003.0,1.0,,140.0,1.0,1.0,1.0,4.0,5.0,140.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,,16.2,0.3,-0.92,Enrolled,,
1.0,1.0,5.0,171.0,1.0,1.0,139.0,1.0,19.0,3.0,,,136.9,,0.0,0.0,1.0,1.0,1.0,19.0,0.0,9.4,-0.8,-3.12,Graduate,,
1.0,17.0,3.0,171.0,1.0,1.0,125.0,1.0,3.0,39.0,2.0,5.0,117.0,1.0,1.0,0.0,,1.0,0.0,22.0,0.0,10.8,1.4,1.74,Enrolled,,
1.0,1.0,2.0,9670.0,1.0,1.0,117.0,1.0,3.0,1.0,3.0,5.0,110.7,1.0,0.0,0.0,1.0,1.0,0.0,20.0,,11.1,0.6,2.02,Enrolled,,
1.0,39.0,1.0,9130.0,1.0,1.0,150.0,1.0,19.0,19.0,9.0,5.0,160.0,1.0,,0.0,1.0,1.0,0.0,24.0,0.0,9.4,-0.8,-3.12,Enrolled,,
1.0,1.0,1.0,9670.0,1.0,1.0,95.0,1.0,37.0,37.0,5.0,8.0,95.0,0.0,,0.0,0.0,1.0,0.0,21.0,,12.7,3.7,-1.7,Dropout,,
,,1.0,9147.0,1.0,1.0,150.0,1.0,37.0,1.0,7.0,3.0,148.8,0.0,0.0,0.0,1.0,,1.0,25.0,0.0,12.7,3.7,-1.7,Graduate,,
1.0,39.0,1.0,9147.0,1.0,1.0,120.0,1.0,37.0,37.0,9.0,9.0,110.0,,0.0,0.0,0.0,1.0,0.0,32.0,0.0,9.4,-0.8,-3.12,Dropout,,
1.0,43.0,1.0,9991.0,0.0,1.0,136.0,1.0,3.0,4.0,2.0,,133.9,0.0,,0.0,0.0,,,26.0,0.0,7.6,2.6,0.32,Dropout,,
1.0,1.0,1.0,9130.0,1.0,1.0,133.0,1.0,2.0,,9.0,7.0,125.7,1.0,0.0,0.0,1.0,,1.0,18.0,0.0,12.4,0.5,1.79,Graduate,,
1.0,17.0,1.0,9254.0,1.0,1.0,125.0,1.0,1.0,19.0,4.0,7.0,116.6,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,-0.92,Graduate,,
,1.0,3.0,9070.0,1.0,1.0,,1.0,19.0,38.0,5.0,7.0,141.0,1.0,0.0,,1.0,1.0,1.0,19.0,0.0,12.4,,1.79,Graduate,,
1.0,7.0,1.0,9119.0,1.0,40.0,130.0,1.0,1.0,,4.0,4.0,130.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,0.0,,0.6,,Dropout,,
,53.0,1.0,9003.0,1.0,1.0,130.0,1.0,,1.0,9.0,9.0,130.0,0.0,,1.0,1.0,1.0,0.0,21.0,0.0,8.9,1.4,,Enrolled,,
1.0,17.0,1.0,9119.0,1.0,1.0,127.0,1.0,19.0,1.0,4.0,5.0,115.8,0.0,0.0,,1.0,1.0,0.0,20.0,0.0,13.9,,0.79,Enrolled,,
1.0,44.0,1.0,9070.0,1.0,39.0,140.0,1.0,19.0,38.0,4.0,0.0,140.0,1.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,12.4,0.5,1.79,Graduate,,
1.0,1.0,5.0,9773.0,1.0,1.0,125.0,1.0,37.0,3.0,5.0,2.0,126.1,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,9.4,-0.8,-3.12,Enrolled,,
1.0,1.0,1.0,171.0,1.0,1.0,135.0,1.0,,38.0,,7.0,137.5,1.0,0.0,,0.0,1.0,0.0,19.0,0.0,12.7,3.7,-1.7,Graduate,,
1.0,17.0,4.0,9147.0,1.0,1.0,132.0,,38.0,19.0,5.0,5.0,120.8,1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,11.1,0.6,2.02,Dropout,,
1.0,39.0,2.0,9238.0,1.0,1.0,110.0,1.0,19.0,1.0,5.0,5.0,136.5,0.0,0.0,0.0,1.0,1.0,0.0,28.0,0.0,13.9,-0.3,0.79,Dropout,,
2.0,39.0,1.0,9003.0,1.0,1.0,130.0,1.0,1.0,,9.0,1.0,122.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.0,15.5,,-4.06,Dropout,,
1.0,43.0,1.0,9003.0,,1.0,130.0,1.0,37.0,1.0,5.0,4.0,130.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,15.5,2.8,-4.06,Dropout,,
1.0,1.0,1.0,,1.0,1.0,135.0,,38.0,19.0,9.0,5.0,126.3,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,8.9,1.4,3.51,Enrolled,,
1.0,1.0,1.0,9254.0,1.0,1.0,133.1,1.0,4.0,19.0,4.0,5.0,98.0,0.0,0.0,0.0,1.0,1.0,0.0,26.0,0.0,10.8,1.4,1.74,Dropout,,
1.0,17.0,3.0,9147.0,1.0,1.0,,1.0,37.0,37.0,,5.0,121.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,13.9,-0.3,,Graduate,,
1.0,43.0,1.0,9773.0,1.0,1.0,128.0,1.0,19.0,38.0,9.0,7.0,124.2,1.0,0.0,0.0,1.0,,0.0,22.0,0.0,15.5,2.8,-4.06,Enrolled,,
1.0,39.0,1.0,9003.0,1.0,1.0,140.0,1.0,1.0,3.0,,5.0,130.0,,0.0,0.0,1.0,1.0,,25.0,0.0,16.2,0.3,-0.92,Dropout,,
1.0,1.0,2.0,9773.0,1.0,,135.0,1.0,,1.0,4.0,4.0,136.1,,0.0,0.0,,1.0,0.0,19.0,0.0,8.9,1.4,3.51,Enrolled,,
1.0,,2.0,9773.0,1.0,1.0,,,3.0,19.0,2.0,3.0,132.8,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,,-0.3,0.79,Graduate,,
1.0,17.0,1.0,9500.0,1.0,1.0,131.0,1.0,1.0,1.0,5.0,5.0,126.3,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,16.2,0.3,-0.92,Graduate,,
4.0,39.0,,8014.0,0.0,19.0,100.0,,1.0,,9.0,1.0,111.5,0.0,0.0,0.0,1.0,1.0,0.0,45.0,0.0,10.8,1.4,1.74,Dropout,,
2.0,,1.0,9991.0,0.0,1.0,140.0,1.0,,,9.0,9.0,118.2,0.0,0.0,0.0,1.0,1.0,0.0,52.0,0.0,7.6,2.6,,Graduate,,
1.0,1.0,1.0,9147.0,1.0,,124.0,1.0,19.0,19.0,9.0,3.0,115.6,1.0,0.0,0.0,0.0,1.0,,20.0,0.0,9.4,-0.8,-3.12,Dropout,,
1.0,1.0,1.0,,1.0,1.0,130.0,1.0,38.0,37.0,5.0,10.0,117.8,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,,1.4,1.74,Graduate,,
1.0,1.0,,9500.0,1.0,,142.0,1.0,1.0,38.0,9.0,9.0,127.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,0.0,12.4,0.5,1.79,Dropout,,
2.0,,1.0,8014.0,0.0,1.0,150.0,1.0,37.0,37.0,9.0,9.0,140.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,,9.4,-0.8,,Graduate,,
2.0,39.0,1.0,171.0,1.0,12.0,110.0,1.0,37.0,,7.0,7.0,106.0,1.0,0.0,0.0,1.0,1.0,,36.0,0.0,7.6,2.6,0.32,Graduate,,
4.0,39.0,1.0,9500.0,1.0,19.0,110.0,1.0,37.0,,5.0,,151.0,0.0,0.0,1.0,0.0,1.0,0.0,47.0,0.0,,2.8,-4.06,Dropout,,
1.0,,1.0,9991.0,0.0,1.0,,1.0,43.0,40.0,2.0,2.0,106.4,0.0,,0.0,1.0,1.0,0.0,22.0,0.0,8.9,1.4,3.51,Dropout,,
2.0,39.0,1.0,9991.0,0.0,1.0,100.0,1.0,37.0,37.0,9.0,9.0,,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,7.6,2.6,0.32,Dropout,,
,7.0,1.0,9119.0,1.0,3.0,130.0,1.0,34.0,34.0,90.0,90.0,130.0,0.0,0.0,0.0,1.0,1.0,0.0,26.0,,10.8,1.4,1.74,Dropout,,
2.0,,1.0,8014.0,0.0,,133.1,1.0,34.0,34.0,90.0,90.0,116.0,,0.0,0.0,0.0,0.0,0.0,51.0,0.0,10.8,1.4,,Dropout,,
2.0,39.0,2.0,,0.0,1.0,150.0,1.0,37.0,37.0,9.0,9.0,120.0,0.0,0.0,0.0,,0.0,0.0,,0.0,9.4,,-3.12,Enrolled,,
2.0,39.0,2.0,8014.0,0.0,1.0,100.0,1.0,,34.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,7.6,2.6,0.32,Graduate,,
,,2.0,9147.0,1.0,1.0,130.0,1.0,34.0,,9.0,9.0,118.5,1.0,,0.0,1.0,,0.0,23.0,,7.6,2.6,,Graduate,,
1.0,43.0,2.0,9238.0,1.0,1.0,129.0,,34.0,30.0,0.0,5.0,118.9,1.0,0.0,0.0,1.0,1.0,,22.0,0.0,9.4,-0.8,-3.12,Dropout,,
1.0,,2.0,9070.0,1.0,1.0,127.0,1.0,37.0,37.0,9.0,9.0,119.3,1.0,1.0,0.0,1.0,1.0,1.0,25.0,0.0,12.7,3.7,-1.7,Dropout,,
1.0,43.0,1.0,9991.0,0.0,1.0,140.0,1.0,37.0,,9.0,9.0,135.8,1.0,0.0,0.0,1.0,1.0,0.0,25.0,,9.4,-0.8,-3.12,Graduate,,
1.0,,1.0,171.0,1.0,42.0,130.0,1.0,1.0,19.0,9.0,9.0,,1.0,0.0,0.0,0.0,1.0,1.0,22.0,0.0,8.9,1.4,3.51,Graduate,,
1.0,,,9003.0,1.0,1.0,133.1,6.0,1.0,1.0,192.0,144.0,129.8,0.0,0.0,0.0,1.0,1.0,0.0,24.0,1.0,8.9,1.4,3.51,Enrolled,,
1.0,39.0,1.0,9085.0,1.0,,140.0,1.0,38.0,38.0,9.0,10.0,150.0,0.0,0.0,0.0,1.0,1.0,0.0,47.0,0.0,16.2,0.3,,Dropout,,
2.0,39.0,1.0,9991.0,0.0,19.0,133.1,,37.0,37.0,5.0,5.0,111.9,1.0,0.0,0.0,1.0,1.0,0.0,41.0,0.0,7.6,2.6,0.32,Dropout,,
1.0,,1.0,9003.0,1.0,1.0,120.0,1.0,37.0,37.0,9.0,9.0,150.1,1.0,0.0,0.0,1.0,1.0,0.0,43.0,0.0,13.9,-0.3,0.79,Graduate,,
1.0,39.0,1.0,9003.0,1.0,1.0,133.1,1.0,1.0,37.0,9.0,8.0,130.0,0.0,0.0,0.0,,1.0,0.0,29.0,,16.2,0.3,-0.92,,,
1.0,,2.0,9119.0,1.0,1.0,120.0,1.0,,37.0,5.0,5.0,128.0,0.0,,0.0,1.0,,0.0,30.0,0.0,,2.6,0.32,,,
1.0,39.0,2.0,9147.0,1.0,38.0,133.1,1.0,19.0,38.0,,,102.5,,,0.0,0.0,1.0,0.0,26.0,0.0,12.7,3.7,-1.7,Dropout,,
1.0,39.0,2.0,9991.0,0.0,1.0,133.1,1.0,19.0,38.0,,9.0,102.5,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,15.5,2.8,-4.06,Dropout,,
2.0,39.0,2.0,9670.0,1.0,1.0,100.0,1.0,37.0,37.0,9.0,9.0,110.0,0.0,0.0,0.0,,1.0,1.0,36.0,0.0,9.4,,-3.12,Graduate,,
1.0,39.0,,9003.0,1.0,19.0,133.1,1.0,1.0,19.0,4.0,10.0,114.0,0.0,0.0,0.0,1.0,,0.0,29.0,0.0,15.5,2.8,-4.06,Dropout,,
1.0,42.0,1.0,9119.0,1.0,1.0,120.0,1.0,34.0,34.0,0.0,0.0,128.2,1.0,,0.0,1.0,1.0,0.0,35.0,0.0,9.4,-0.8,-3.12,Dropout,,
1.0,1.0,1.0,9773.0,1.0,1.0,128.0,,38.0,38.0,6.0,3.0,116.5,0.0,,0.0,1.0,1.0,1.0,18.0,0.0,10.8,1.4,1.74,Graduate,,
1.0,1.0,1.0,9991.0,0.0,1.0,172.0,1.0,38.0,37.0,9.0,9.0,149.3,0.0,0.0,0.0,1.0,1.0,1.0,24.0,0.0,8.9,1.4,3.51,Graduate,,
1.0,1.0,3.0,9773.0,,1.0,,1.0,38.0,38.0,9.0,7.0,134.1,1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,10.8,1.4,,Dropout,,
1.0,17.0,4.0,9119.0,1.0,,,1.0,38.0,,,7.0,126.6,1.0,,0.0,1.0,1.0,0.0,18.0,0.0,7.6,2.6,0.32,Enrolled,,
2.0,43.0,1.0,9085.0,1.0,1.0,160.0,1.0,37.0,37.0,,7.0,120.0,0.0,,0.0,1.0,1.0,0.0,21.0,0.0,9.4,-0.8,,Enrolled,,
1.0,42.0,1.0,9119.0,1.0,1.0,150.0,1.0,38.0,37.0,5.0,8.0,133.5,1.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,,,-3.12,,,
1.0,39.0,1.0,9003.0,1.0,1.0,130.0,1.0,1.0,3.0,2.0,6.0,110.0,0.0,0.0,0.0,1.0,1.0,0.0,32.0,0.0,15.5,2.8,-4.06,Graduate,,
1.0,1.0,,9119.0,1.0,,,1.0,37.0,37.0,9.0,5.0,107.5,1.0,0.0,0.0,1.0,1.0,1.0,22.0,0.0,11.1,0.6,2.02,Dropout,,
1.0,7.0,1.0,9003.0,1.0,3.0,130.0,1.0,1.0,,9.0,7.0,130.0,1.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,15.5,2.8,-4.06,Dropout,,
1.0,43.0,1.0,9670.0,1.0,6.0,,1.0,34.0,34.0,0.0,0.0,111.6,0.0,,0.0,1.0,1.0,0.0,35.0,,9.4,-0.8,-3.12,Dropout,,
1.0,18.0,3.0,9147.0,1.0,1.0,133.1,,1.0,38.0,4.0,7.0,,1.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,8.9,1.4,3.51,Dropout,,
1.0,39.0,1.0,8014.0,0.0,,100.0,1.0,37.0,37.0,6.0,,108.3,0.0,0.0,0.0,1.0,1.0,0.0,39.0,0.0,7.6,2.6,,Enrolled,,
2.0,43.0,,9670.0,1.0,1.0,120.0,1.0,34.0,34.0,0.0,0.0,128.2,0.0,0.0,0.0,1.0,1.0,0.0,35.0,0.0,9.4,-0.8,-3.12,Dropout,,
2.0,39.0,1.0,9003.0,1.0,3.0,,1.0,3.0,19.0,4.0,6.0,150.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,16.2,0.3,-0.92,Graduate,,
1.0,1.0,1.0,9853.0,1.0,1.0,133.1,1.0,34.0,34.0,0.0,0.0,142.8,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,7.6,2.6,0.32,Dropout,,
1.0,39.0,1.0,,1.0,1.0,120.0,1.0,37.0,37.0,9.0,9.0,100.0,,0.0,0.0,1.0,1.0,0.0,34.0,0.0,16.2,0.3,-0.92,Enrolled,,
1.0,7.0,1.0,9991.0,0.0,40.0,150.0,1.0,,,6.0,6.0,150.0,1.0,0.0,0.0,1.0,1.0,0.0,44.0,0.0,8.9,1.4,3.51,Dropout,,
2.0,39.0,1.0,9254.0,1.0,19.0,133.1,1.0,37.0,19.0,9.0,10.0,156.5,0.0,0.0,0.0,1.0,1.0,0.0,53.0,,16.2,0.3,-0.92,Graduate,,
1.0,39.0,1.0,9119.0,1.0,19.0,120.0,1.0,37.0,37.0,9.0,4.0,98.6,0.0,0.0,1.0,,1.0,0.0,28.0,0.0,,0.5,1.79,Dropout,,
1.0,7.0,1.0,9991.0,0.0,3.0,130.0,1.0,37.0,37.0,9.0,9.0,130.0,0.0,0.0,0.0,,1.0,0.0,31.0,0.0,12.7,3.7,-1.7,Dropout,,
1.0,1.0,1.0,171.0,1.0,1.0,130.0,1.0,1.0,38.0,5.0,9.0,118.1,0.0,0.0,1.0,0.0,1.0,0.0,18.0,0.0,9.4,-0.8,-3.12,Enrolled,,
1.0,39.0,1.0,9003.0,,1.0,100.0,1.0,1.0,3.0,9.0,10.0,120.0,0.0,0.0,1.0,0.0,1.0,0.0,44.0,0.0,15.5,2.8,-4.06,Dropout,,
1.0,,1.0,9085.0,,,142.0,1.0,1.0,1.0,9.0,9.0,,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,12.7,3.7,,Graduate,,
1.0,15.0,,171.0,1.0,1.0,130.0,,1.0,1.0,2.0,9.0,130.0,0.0,0.0,,1.0,1.0,0.0,21.0,1.0,8.9,1.4,3.51,Enrolled,,
1.0,18.0,1.0,9119.0,1.0,1.0,148.0,,3.0,19.0,3.0,5.0,,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,9.4,-0.8,-3.12,Dropout,,
1.0,,1.0,9003.0,1.0,39.0,170.0,1.0,19.0,19.0,,5.0,170.0,,,0.0,1.0,1.0,,20.0,0.0,,0.3,-0.92,Graduate,,
1.0,39.0,1.0,9070.0,1.0,1.0,110.0,1.0,37.0,37.0,7.0,7.0,110.2,0.0,0.0,,1.0,,0.0,55.0,0.0,11.1,0.6,2.02,,,
1.0,1.0,1.0,9147.0,1.0,1.0,166.0,1.0,19.0,37.0,4.0,,146.4,0.0,0.0,0.0,1.0,1.0,,27.0,0.0,7.6,2.6,,Enrolled,,
1.0,17.0,2.0,9119.0,1.0,,135.0,1.0,12.0,,5.0,5.0,,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,12.4,0.5,1.79,Dropout,,
1.0,1.0,,,1.0,1.0,,1.0,19.0,37.0,9.0,9.0,129.9,0.0,,0.0,1.0,1.0,0.0,18.0,0.0,12.4,0.5,1.79,Graduate,,
2.0,39.0,1.0,9773.0,,1.0,133.1,1.0,37.0,37.0,7.0,4.0,132.0,0.0,0.0,0.0,1.0,1.0,0.0,43.0,0.0,15.5,2.8,-4.06,Dropout,,
1.0,18.0,3.0,9254.0,1.0,1.0,121.0,1.0,19.0,19.0,9.0,6.0,125.9,1.0,0.0,0.0,1.0,1.0,,18.0,0.0,13.9,-0.3,0.79,Dropout,,
,1.0,,171.0,1.0,1.0,159.0,1.0,3.0,3.0,2.0,2.0,165.7,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,9.4,-0.8,-3.12,Dropout,,
1.0,17.0,5.0,9254.0,1.0,1.0,130.0,1.0,37.0,38.0,9.0,9.0,,1.0,0.0,1.0,1.0,,,20.0,0.0,8.9,1.4,3.51,Dropout,,
2.0,39.0,1.0,9991.0,0.0,1.0,121.0,1.0,37.0,19.0,9.0,9.0,141.4,0.0,0.0,1.0,0.0,1.0,0.0,29.0,0.0,10.8,1.4,1.74,Dropout,,
1.0,39.0,1.0,9130.0,1.0,19.0,,1.0,37.0,37.0,9.0,10.0,156.4,1.0,0.0,1.0,1.0,1.0,0.0,44.0,0.0,,-0.3,0.79,Dropout,,
1.0,1.0,1.0,9119.0,1.0,1.0,146.0,1.0,,37.0,9.0,9.0,148.5,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,10.8,1.4,1.74,Enrolled,,
1.0,44.0,1.0,,1.0,39.0,140.0,1.0,37.0,37.0,9.0,1.0,140.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,15.5,,,Enrolled,,
1.0,43.0,1.0,9070.0,1.0,1.0,125.0,,38.0,37.0,8.0,7.0,131.7,1.0,0.0,0.0,1.0,1.0,,20.0,,12.4,0.5,1.79,Dropout,,
2.0,39.0,2.0,9147.0,1.0,1.0,120.0,1.0,37.0,37.0,9.0,9.0,104.7,1.0,0.0,,1.0,,0.0,36.0,0.0,10.8,1.4,1.74,Dropout,,
1.0,44.0,1.0,9130.0,1.0,39.0,150.0,1.0,5.0,1.0,2.0,5.0,150.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,13.9,-0.3,0.79,Enrolled,,
2.0,39.0,1.0,9085.0,1.0,19.0,110.0,1.0,37.0,37.0,90.0,,110.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,12.7,,-1.7,,,
,1.0,1.0,9670.0,1.0,1.0,120.0,1.0,1.0,1.0,9.0,9.0,129.1,1.0,0.0,0.0,1.0,,0.0,,0.0,10.8,1.4,1.74,,,
1.0,39.0,1.0,9003.0,1.0,1.0,133.1,1.0,1.0,1.0,1.0,6.0,120.0,0.0,0.0,0.0,,1.0,0.0,24.0,0.0,13.9,-0.3,0.79,Dropout,,
1.0,,1.0,9773.0,1.0,1.0,133.1,1.0,3.0,19.0,2.0,5.0,127.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,15.5,2.8,-4.06,Graduate,,
2.0,39.0,1.0,8014.0,0.0,19.0,133.1,1.0,19.0,37.0,9.0,9.0,151.5,0.0,0.0,1.0,0.0,1.0,0.0,45.0,0.0,16.2,,-0.92,Dropout,,
1.0,43.0,2.0,9500.0,1.0,1.0,130.0,1.0,38.0,37.0,4.0,4.0,126.8,1.0,0.0,0.0,1.0,1.0,1.0,28.0,0.0,7.6,2.6,0.32,Graduate,,
1.0,1.0,1.0,9254.0,1.0,1.0,160.0,1.0,,38.0,9.0,9.0,140.8,1.0,0.0,0.0,1.0,1.0,0.0,23.0,,7.6,,0.32,Enrolled,,
1.0,1.0,1.0,9500.0,1.0,1.0,128.0,1.0,1.0,19.0,4.0,7.0,,,0.0,0.0,,1.0,0.0,18.0,0.0,12.4,0.5,1.79,Graduate,,
